,from,to,database,source
1915,Fga,Tlr4,omnipath,omnipath
1916,Fgb,Cdh5,omnipath,omnipath
1917,Fgb,Itga2b,omnipath,omnipath
1918,Fgb,Itga5,omnipath,omnipath
1919,Fgb,Itgam,omnipath,omnipath
1920,Fgb,Gm49368,omnipath,omnipath
1921,Fgb,Itgav,omnipath,omnipath
1922,Fgb,Itgb1,omnipath,omnipath
1923,Fgb,Itgb2,omnipath,omnipath
1924,Fgb,Itgb2l,omnipath,omnipath
1925,Fgb,Itgb3,omnipath,omnipath
1926,Fgb,Tlr4,omnipath,omnipath
1927,Fgf1,Fgfr1,omnipath,omnipath
1928,Fgf1,Fgfr2,omnipath,omnipath
1929,Fgf1,Fgfr3,omnipath,omnipath
1930,Fgf1,Fgfr4,omnipath,omnipath
1931,Fgf1,Nrp1,omnipath,omnipath
1932,Fgf10,Fgfr1,omnipath,omnipath
1933,Fgf10,Fgfr2,omnipath,omnipath
1934,Fgf10,Fgfr3,nichenet_verschueren,nichenet_verschueren
1935,Fgf10,Fgfr4,nichenet_verschueren,nichenet_verschueren
1936,Fgf10,Fgfrl1,omnipath,omnipath
1937,Fgf11,Fgfr1,omnipath,omnipath
1938,Fgf11,Fgfr2,omnipath,omnipath
1939,Fgf11,Fgfr3,omnipath,omnipath
1940,Fgf11,Fgfr4,omnipath,omnipath
1941,Fgf11,Scn10a,omnipath,omnipath
1942,Fgf11,Scn11a,omnipath,omnipath
1943,Fgf11,Scn1a,omnipath,omnipath
1944,Fgf11,Scn2a,omnipath,omnipath
1945,Fgf11,Scn3a,omnipath,omnipath
1946,Fgf11,Scn4a,omnipath,omnipath
1947,Fgf11,Scn5a,omnipath,omnipath
1948,Fgf11,Scn8a,omnipath,omnipath
1949,Fgf11,Scn9a,omnipath,omnipath
1950,Fgf12,Fgfr1,omnipath,omnipath
1951,Fgf12,Fgfr2,omnipath,omnipath
1952,Fgf12,Fgfr3,omnipath,omnipath
1953,Fgf12,Fgfr4,omnipath,omnipath
1954,Fgf12,Scn10a,omnipath,omnipath
1955,Fgf12,Scn11a,omnipath,omnipath
1956,Fgf12,Scn1a,omnipath,omnipath
1957,Fgf12,Scn2a,omnipath,omnipath
1958,Fgf12,Scn3a,omnipath,omnipath
1959,Fgf12,Scn4a,omnipath,omnipath
1960,Fgf12,Scn5a,omnipath,omnipath
1961,Fgf12,Scn8a,omnipath,omnipath
1962,Fgf12,Scn9a,omnipath,omnipath
1963,Fgf13,Egfr,omnipath,omnipath
1964,Fgf13,Fgfr1,omnipath,omnipath
1965,Fgf13,Fgfr2,omnipath,omnipath
1966,Fgf13,Fgfr3,omnipath,omnipath
1967,Fgf13,Fgfr4,omnipath,omnipath
1968,Fgf13,Scn10a,omnipath,omnipath
1969,Fgf13,Scn11a,omnipath,omnipath
1970,Fgf13,Scn1a,omnipath,omnipath
1971,Fgf13,Scn2a,omnipath,omnipath
1972,Fgf13,Scn3a,omnipath,omnipath
1973,Fgf13,Scn4a,omnipath,omnipath
1974,Fgf13,Scn5a,omnipath,omnipath
1975,Fgf13,Scn8a,omnipath,omnipath
1976,Fgf13,Scn9a,omnipath,omnipath
1977,Fgf14,Fgfr1,omnipath,omnipath
1978,Fgf14,Fgfr2,omnipath,omnipath
1979,Fgf14,Fgfr3,omnipath,omnipath
1980,Fgf14,Fgfr4,omnipath,omnipath
1981,Fgf14,Scn10a,omnipath,omnipath
1982,Fgf14,Scn11a,omnipath,omnipath
1983,Fgf14,Scn1a,omnipath,omnipath
1984,Fgf14,Scn2a,omnipath,omnipath
1985,Fgf14,Scn3a,omnipath,omnipath
1986,Fgf14,Scn4a,omnipath,omnipath
1987,Fgf14,Scn5a,omnipath,omnipath
1988,Fgf14,Scn8a,omnipath,omnipath
1989,Fgf14,Scn9a,omnipath,omnipath
1990,Fgf15,Fgfr1,omnipath,omnipath
1991,Fgf15,Fgfr2,omnipath,omnipath
1992,Fgf15,Fgfr3,omnipath,omnipath
1993,Fgf15,Fgfr4,omnipath,omnipath
1994,Fgf15,Klb,omnipath,omnipath
1995,Fgf16,Fgfr1,omnipath,omnipath
1996,Fgf16,Fgfr2,omnipath,omnipath
1997,Fgf16,Fgfr3,omnipath,omnipath
1998,Fgf16,Fgfr4,omnipath,omnipath
1999,Fgf17,Fgfr1,omnipath,omnipath
2000,Fgf17,Fgfr2,omnipath,omnipath
2001,Fgf17,Fgfr3,omnipath,omnipath
2002,Fgf17,Fgfr4,omnipath,omnipath
2003,Fgf18,Fgfr1,omnipath,omnipath
2004,Fgf18,Fgfr2,omnipath,omnipath
2005,Fgf18,Fgfr3,omnipath,omnipath
2006,Fgf18,Fgfr4,omnipath,omnipath
2007,Fgf2,Cd44,omnipath,omnipath
2008,Fgf2,Fgfr1,omnipath,omnipath
2009,Fgf2,Fgfr2,omnipath,omnipath
2010,Fgf2,Fgfr3,omnipath,omnipath
2011,Fgf2,Fgfr4,omnipath,omnipath
2012,Fgf2,Fgfrl1,omnipath,omnipath
2013,Fgf2,Gpc4,omnipath,omnipath
2014,Fgf2,Nrp1,omnipath,omnipath
2015,Fgf2,Sdc1,omnipath,omnipath
2016,Fgf2,Sdc2,omnipath,omnipath
2017,Fgf2,Sdc3,omnipath,omnipath
2018,Fgf2,Sdc4,omnipath,omnipath
2019,Fgf20,Fgfr1,omnipath,omnipath
2020,Fgf20,Fgfr2,omnipath,omnipath
2021,Fgf20,Fgfr3,omnipath,omnipath
2022,Fgf20,Fgfr4,omnipath,omnipath
2023,Fgf21,Fgfr1,omnipath,omnipath
2024,Fgf21,Fgfr2,omnipath,omnipath
2025,Fgf21,Fgfr3,omnipath,omnipath
2026,Fgf21,Fgfr4,omnipath,omnipath
2027,Fgf21,Klb,omnipath,omnipath
2028,Fgf22,Fgfr1,omnipath,omnipath
2029,Fgf22,Fgfr2,omnipath,omnipath
2030,Fgf22,Fgfrl1,omnipath,omnipath
2031,Fgf23,Fgfr1,omnipath,omnipath
2032,Fgf23,Fgfr2,omnipath,omnipath
2033,Fgf23,Fgfr3,omnipath,omnipath
2034,Fgf23,Fgfr4,omnipath,omnipath
2035,Fgf3,Fgfr1,omnipath,omnipath
2036,Fgf3,Fgfr2,omnipath,omnipath
2037,Fgf3,Fgfr3,omnipath,omnipath
2038,Fgf3,Fgfr4,omnipath,omnipath
2039,Fgf3,Fgfrl1,omnipath,omnipath
2040,Fgf4,Fgfr1,omnipath,omnipath
2041,Fgf4,Fgfr2,omnipath,omnipath
2042,Fgf4,Fgfr3,omnipath,omnipath
2043,Fgf4,Fgfr4,omnipath,omnipath
2044,Fgf4,Nrp1,omnipath,omnipath
2045,Fgf5,Fgfr1,omnipath,omnipath
2046,Fgf5,Fgfr2,omnipath,omnipath
2047,Fgf5,Fgfr3,omnipath,omnipath
2048,Fgf5,Fgfr4,omnipath,omnipath
2049,Fgf6,Fgfr1,omnipath,omnipath
2050,Fgf6,Fgfr2,omnipath,omnipath
2051,Fgf6,Fgfr3,omnipath,omnipath
2052,Fgf6,Fgfr4,omnipath,omnipath
2053,Fgf6,Sdc4,omnipath,omnipath
2054,Fgf7,Fgfr1,omnipath,omnipath
2055,Fgf7,Fgfr2,omnipath,omnipath
2056,Fgf7,Fgfr3,omnipath,omnipath
2057,Fgf7,Fgfr4,omnipath,omnipath
2058,Fgf7,Nrp1,omnipath,omnipath
2059,Fgf8,Fgfr1,omnipath,omnipath
2060,Fgf8,Fgfr2,omnipath,omnipath
2061,Fgf8,Fgfr3,omnipath,omnipath
2062,Fgf8,Fgfr4,omnipath,omnipath
2063,Fgf8,Fgfrl1,omnipath,omnipath
2064,Fgf9,Fgfr1,omnipath,omnipath
2065,Fgf9,Fgfr2,omnipath,omnipath
2066,Fgf9,Fgfr3,omnipath,omnipath
2067,Fgf9,Fgfr4,omnipath,omnipath
2068,Fgfrl1,Fgfr1,omnipath,omnipath
2069,Fgfrl1,Gp6,omnipath,omnipath
2070,Fgfrl1,Gpc4,nichenet_verschueren,nichenet_verschueren
2071,Fgfrl1,Nrxn2,nichenet_verschueren,nichenet_verschueren
2072,Fgfrl1,Nrxn3,nichenet_verschueren,nichenet_verschueren
2073,Fgfrl1,Plvap,omnipath,omnipath
2074,Fgg,Itga2b,omnipath,omnipath
2075,Fgg,Itga5,omnipath,omnipath
2076,Fgg,Itgav,omnipath,omnipath
2077,Fgg,Itgb1,omnipath,omnipath
2078,Fgg,Itgb2,omnipath,omnipath
2079,Fgg,Itgb2l,omnipath,omnipath
2080,Fgg,Itgb3,omnipath,omnipath
2081,Fgg,Tlr4,omnipath,omnipath
2082,Fgl1,Egfr,omnipath,omnipath
2083,Fgl1,Lag3,omnipath,omnipath
2084,Flrt1,Unc5a,omnipath,omnipath
2085,Flrt1,Unc5b,omnipath,omnipath
2086,Flrt1,Unc5c,nichenet_verschueren,nichenet_verschueren
2087,Flrt1,Unc5d,omnipath,omnipath
2088,Flrt2,Flt4,nichenet_verschueren,nichenet_verschueren
2089,Flrt2,Unc5a,omnipath,omnipath
2090,Flrt2,Unc5b,omnipath,omnipath
2091,Flrt2,Unc5c,nichenet_verschueren,nichenet_verschueren
2092,Flrt2,Unc5d,omnipath,omnipath
2093,Flrt3,Unc5a,omnipath,omnipath
2094,Flrt3,Unc5b,omnipath,omnipath
2095,Flrt3,Unc5c,nichenet_verschueren,nichenet_verschueren
2096,Flrt3,Unc5d,omnipath,omnipath
2097,Flt3l,Flt3,omnipath,omnipath
2098,Fn1,Cd44,omnipath,omnipath
2099,Fn1,Col13a1,omnipath,omnipath
2100,Fn1,Itga2,nichenet_verschueren,nichenet_verschueren
2101,Fn1,Itga2b,nichenet_verschueren,nichenet_verschueren
2102,Fn1,Itga3,nichenet_verschueren,nichenet_verschueren
2103,Fn1,Itga4,omnipath,omnipath
2104,Fn1,Itga5,omnipath,omnipath
2105,Fn1,Itga8,omnipath,omnipath
2106,Fn1,Itga9,omnipath,omnipath
2107,Fn1,Itgav,omnipath,omnipath
2108,Fn1,Itgb1,omnipath,omnipath
2109,Fn1,Itgb3,omnipath,omnipath
2110,Fn1,Itgb6,omnipath,omnipath
2111,Fn1,Itgb7,omnipath,omnipath
2112,Fn1,Itgb8,nichenet_verschueren,nichenet_verschueren
2113,Fn1,Mag,omnipath,omnipath
2114,Fn1,Nt5e,omnipath,omnipath
2115,Fn1,Plaur,omnipath,omnipath
2116,Fn1,Sdc1,nichenet_verschueren,nichenet_verschueren
2117,Fn1,Sdc2,omnipath,omnipath
2118,Fn1,Tnfrsf11b,omnipath,omnipath
2119,Fn1,Tshr,omnipath,omnipath
2120,Fndc5,Itgav,omnipath,omnipath
2121,Fndc5,Itgb5,omnipath,omnipath
2122,Fshb,Adcyap1r1,omnipath,omnipath
2123,Fshb,Adrb2,omnipath,omnipath
2124,Fshb,Adrb3,omnipath,omnipath
2125,Fshb,Fshr,omnipath,omnipath
2126,Fshb,Gpr20,omnipath,omnipath
2127,Fshb,Gpr84,omnipath,omnipath
2128,Fshb,Pth1r,omnipath,omnipath
2129,Fshb,Ramp2,omnipath,omnipath
2130,Fshb,Ramp3,omnipath,omnipath
2131,Fshb,Tshr,omnipath,omnipath
2132,Fshb,Vipr1,omnipath,omnipath
2133,Fst,Bmpr1b,omnipath,omnipath
2134,Fst,Bmpr2,omnipath,omnipath
2135,Fst,Hjv,omnipath,omnipath
2136,Fstl5,Cd86,omnipath,omnipath
2137,Fstl5,Ceacam19,omnipath,omnipath
2138,Fstl5,Chl1,omnipath,omnipath
2139,Fstl5,Cntn5,omnipath,omnipath
2140,Fstl5,Gp6,omnipath,omnipath
2141,Fstl5,Il6ra,omnipath,omnipath
2142,Fstl5,Sdk2,omnipath,omnipath
2143,Fstl5,Siglech,omnipath,omnipath
2144,Fstl5,Siglecf,omnipath,omnipath
2145,Fstl5,Cd33,omnipath,omnipath
2146,Furin,Adam19,omnipath,omnipath
2147,Furin,Adamts1,omnipath,omnipath
2148,Furin,Bace1,omnipath,omnipath
2149,Furin,Dsg3,omnipath,omnipath
2150,Furin,Insr,omnipath,omnipath
2151,Furin,Lrp1,omnipath,omnipath
2152,Furin,Notch1,omnipath,omnipath
2153,Furin,Sorcs1,omnipath,omnipath
2154,Gad1,Grm4,nichenet_verschueren,nichenet_verschueren
2155,Gal,Galr1,omnipath,omnipath
2156,Gal,Galr2,omnipath,omnipath
2157,Gal,Galr3,omnipath,omnipath
2158,Gal,Gpr151,omnipath,omnipath
2159,Galp,Galr1,omnipath,omnipath
2160,Galp,Galr2,omnipath,omnipath
2161,Galp,Galr3,omnipath,omnipath
2162,Gas6,Axl,omnipath,omnipath
2163,Gas6,Mertk,omnipath,omnipath
2164,Gas6,Tyro3,omnipath,omnipath
2165,Gast,Cckar,nichenet_verschueren,nichenet_verschueren
2166,Gast,Cckbr,omnipath,omnipath
2167,Gc,Lrp2,omnipath,omnipath
2168,Gcg,Dpp4,omnipath,omnipath
2169,Gcg,Gcgr,omnipath,omnipath
2170,Gcg,Gipr,omnipath,omnipath
2171,Gcg,Glp1r,omnipath,omnipath
2172,Gcg,Glp2r,omnipath,omnipath
2173,Gdf1,Acvr1,omnipath,omnipath
2174,Gdf1,Acvr1b,omnipath,omnipath
2175,Gdf1,Acvr1c,omnipath,omnipath
2176,Gdf1,Acvr2a,omnipath,omnipath
2177,Gdf1,Acvr2b,omnipath,omnipath
2178,Gdf1,Bmpr1a,omnipath,omnipath
2179,Gdf1,Bmpr2,omnipath,omnipath
2180,Gdf1,Cfc1,omnipath,omnipath
2181,Gdf10,Acvr1b,omnipath,omnipath
2182,Gdf10,Acvr2a,omnipath,omnipath
2183,Gdf10,Acvr2b,omnipath,omnipath
2184,Gdf10,Bmpr2,omnipath,omnipath
2185,Gdf11,Acvr1b,omnipath,omnipath
2186,Gdf11,Acvr1c,omnipath,omnipath
2187,Gdf11,Acvr2a,omnipath,omnipath
2188,Gdf11,Acvr2b,omnipath,omnipath
2189,Gdf11,Bmpr1a,omnipath,omnipath
2190,Gdf11,Bmpr1b,omnipath,omnipath
2191,Gdf11,Bmpr2,omnipath,omnipath
2192,Gdf11,Tgfbr1,omnipath,omnipath
2193,Gdf15,Erbb2,omnipath,omnipath
2194,Gdf15,Gfral,omnipath,omnipath
2195,Gdf15,Ret,omnipath,omnipath
2196,Gdf2,Acvr1,omnipath,omnipath
2197,Gdf2,Acvr2a,omnipath,omnipath
2198,Gdf2,Acvr2b,omnipath,omnipath
2199,Gdf2,Acvrl1,omnipath,omnipath
2200,Gdf2,Bmpr2,omnipath,omnipath
2201,Gdf2,Eng,omnipath,omnipath
2202,Gdf3,Acvr1b,omnipath,omnipath
2203,Gdf3,Acvr1c,omnipath,omnipath
2204,Gdf3,Acvr2a,omnipath,omnipath
2205,Gdf3,Acvr2b,omnipath,omnipath
2206,Gdf3,Cfc1,omnipath,omnipath
2207,Gdf3,Tdgf1,omnipath,omnipath
2208,Gdf5,Acvr1,omnipath,omnipath
2209,Gdf5,Acvr2a,omnipath,omnipath
2210,Gdf5,Acvr2b,omnipath,omnipath
2211,Gdf5,Bmpr1a,omnipath,omnipath
2212,Gdf5,Bmpr1b,omnipath,omnipath
2213,Gdf5,Bmpr2,omnipath,omnipath
2214,Gdf5,Ror2,omnipath,omnipath
2215,Gdf6,Acvr2a,omnipath,omnipath
2216,Gdf6,Acvr2b,omnipath,omnipath
2217,Gdf6,Bmpr1a,omnipath,omnipath
2218,Gdf6,Bmpr1b,omnipath,omnipath
2219,Gdf6,Bmpr2,omnipath,omnipath
2220,Gdf7,Acvr2a,omnipath,omnipath
2221,Gdf7,Acvr2b,omnipath,omnipath
2222,Gdf7,Bmpr1a,omnipath,omnipath
2223,Gdf7,Bmpr1b,omnipath,omnipath
2224,Gdf7,Bmpr2,omnipath,omnipath
2225,Gdf9,Acvr1b,omnipath,omnipath
2226,Gdf9,Acvr2a,omnipath,omnipath
2227,Gdf9,Bmpr1a,omnipath,omnipath
2228,Gdf9,Bmpr1b,omnipath,omnipath
2229,Gdf9,Bmpr2,omnipath,omnipath
2230,Gdf9,Fxyd6,omnipath,omnipath
2231,Gdf9,Orai2,omnipath,omnipath
2232,Gdf9,Tgfbr1,omnipath,omnipath
2233,Gdnf,Gfra1,omnipath,omnipath
2234,Gdnf,Gfra2,omnipath,omnipath
2235,Gdnf,Ncam1,omnipath,omnipath
2236,Gdnf,Ret,omnipath,omnipath
2237,Ggt1,Cd53,omnipath,omnipath
2238,Ggt1,Cd81,omnipath,omnipath
2239,Ggt1,Cd82,omnipath,omnipath
2240,Gh,Ghr,nichenet_verschueren,nichenet_verschueren
2241,Gh,Ghr,omnipath,omnipath
2242,Gh,Prlr,omnipath,omnipath
2243,Gh,Prlr,nichenet_verschueren,nichenet_verschueren
2244,Ghrh,Adcyap1r1,omnipath,omnipath
2245,Ghrh,Adrb2,omnipath,omnipath
2246,Ghrh,Adrb3,omnipath,omnipath
2247,Ghrh,Dpp4,omnipath,omnipath
2248,Ghrh,Ghrhr,omnipath,omnipath
2249,Ghrh,Ghsr,omnipath,omnipath
2250,Ghrh,Gpr20,omnipath,omnipath
2251,Ghrh,Gpr84,omnipath,omnipath
2252,Ghrh,Pth1r,omnipath,omnipath
2253,Ghrh,Ramp2,omnipath,omnipath
2254,Ghrh,Ramp3,omnipath,omnipath
2255,Ghrh,Tshr,omnipath,omnipath
2256,Ghrh,Vipr1,omnipath,omnipath
2257,Ghrh,Vipr2,omnipath,omnipath
2258,Ghrl,Ghrhr,omnipath,omnipath
2259,Ghrl,Ghsr,omnipath,omnipath
2260,Ghrl,Gpr39,omnipath,omnipath
2261,Ghrl,Ptger3,omnipath,omnipath
2262,Ghrl,Tbxa2r,omnipath,omnipath
2263,Gip,Dpp4,omnipath,omnipath
2264,Gip,Gipr,omnipath,omnipath
2265,Gjb2,Gjb6,omnipath,omnipath
2266,Gjb6,Gjb2,omnipath,omnipath
2267,Glg1,Mog,omnipath,omnipath
2268,Glg1,Sele,omnipath,omnipath
2269,Glg1,Unc5b,omnipath,omnipath
2270,Glycam1,Sell,nichenet_verschueren,nichenet_verschueren
2271,Gm10334,F2r,omnipath,omnipath
2272,Gm10334,F2rl1,omnipath,omnipath
2273,Gm10334,F2rl2,omnipath,omnipath
2274,Gm10334,F2rl3,omnipath,omnipath
2275,Gm10499,Aplp2,omnipath,omnipath
2276,Gm10499,Cd8a,omnipath,omnipath
2277,Gm10499,Erbb2,omnipath,omnipath
2278,Gm10499,Kir3dl1,omnipath,omnipath
2279,Gm10499,Kir3dl2,omnipath,omnipath
2280,Gm10499,Klrd1,omnipath,omnipath
2281,Gm10591,Ackr2,omnipath,omnipath
2282,Gm10591,Ackr4,omnipath,omnipath
2283,Gm10591,Ccr7,omnipath,omnipath
2284,Gm10591,Cxcr3,omnipath,omnipath
2285,Gm11127,Cd8a,nichenet_verschueren,nichenet_verschueren
2286,Gm11127,Kir3dl2,omnipath,omnipath
2287,Gm11127,Kir3dl1,omnipath,omnipath
2288,Gm11127,Klrc1,omnipath,omnipath
2289,Gm11127,Klrc3,omnipath,omnipath
2290,Gm11127,Klrc2,omnipath,omnipath
2291,Gm11127,Klrh1,omnipath,omnipath
2292,Gm11127,Clec2m,omnipath,omnipath
2293,Gm11127,Klri2,omnipath,omnipath
2294,Gm11127,Klri1,omnipath,omnipath
2295,Gm11127,Klre1,omnipath,omnipath
2296,Gm11127,Klrd1,omnipath,omnipath
2297,Gm11127,Klrk1,omnipath,omnipath
2298,Gm1123,Jaml,omnipath,omnipath
2299,Gm12169,Cd300lb,omnipath,omnipath
2300,Gm12169,Igsf21,omnipath,omnipath
2301,Gm12169,Siglec1,omnipath,omnipath
2302,Gm12169,Timd4,omnipath,omnipath
2303,Gm12407,Ackr2,omnipath,omnipath
2304,Gm12407,Ackr4,omnipath,omnipath
2305,Gm12407,Ccr10,omnipath,omnipath
2306,Gm12407,Ccr7,omnipath,omnipath
2307,Gm12407,Ccrl2,omnipath,omnipath
2308,Gm12407,Cxcr3,omnipath,omnipath
2309,Gm13304,Ackr2,omnipath,omnipath
2310,Gm13304,Ackr4,omnipath,omnipath
2311,Gm13304,Ccr7,omnipath,omnipath
2312,Gm13304,Cxcr3,omnipath,omnipath
2313,Gm13306,Ackr2,omnipath,omnipath
2314,Gm13306,Adra2a,omnipath,omnipath
2315,Gm13306,Ccr10,omnipath,omnipath
2316,Gm13306,Grm7,omnipath,omnipath
2317,Gm13306,Mtnr1a,omnipath,omnipath
2318,Gm13309,Ackr2,omnipath,omnipath
2319,Gm13309,Ackr4,omnipath,omnipath
2320,Gm13309,Ccr10,omnipath,omnipath
2321,Gm13309,Ccr7,omnipath,omnipath
2322,Gm13309,Ccrl2,omnipath,omnipath
2323,Gm13309,Cxcr3,omnipath,omnipath
2324,Gm20605,Cadm3,nichenet_verschueren,nichenet_verschueren
2325,Gm21104,Ackr2,omnipath,omnipath
2326,Gm21104,Ackr4,omnipath,omnipath
2327,Gm21104,Ccr10,omnipath,omnipath
2328,Gm21104,Ccr7,omnipath,omnipath
2329,Gm21104,Ccrl2,omnipath,omnipath
2330,Gm21104,Cxcr3,omnipath,omnipath
2331,Gm2457,Ackr2,omnipath,omnipath
2332,Gm2457,Ackr4,omnipath,omnipath
2333,Gm2457,Ccr10,omnipath,omnipath
2334,Gm2457,Ccr7,omnipath,omnipath
2335,Gm2457,Ccrl2,omnipath,omnipath
2336,Gm2457,Cxcr3,omnipath,omnipath
2337,Gm2564,Ackr2,omnipath,omnipath
2338,Gm2564,Ackr4,omnipath,omnipath
2339,Gm2564,Ccr10,omnipath,omnipath
2340,Gm2564,Ccr7,omnipath,omnipath
2341,Gm2564,Ccrl2,omnipath,omnipath
2342,Gm2564,Cxcr3,omnipath,omnipath
2343,Gm37013,Itgb1,omnipath,omnipath
2344,Gm49368,Icam1,nichenet_verschueren,nichenet_verschueren
2345,Gm5150,Cd47,omnipath,omnipath
2346,Gm5150,Ptprd,nichenet_verschueren,nichenet_verschueren
2347,Gm5155,Lilra6,omnipath,omnipath
2348,Gm5771,F2r,omnipath,omnipath
2349,Gm5771,F2rl1,omnipath,omnipath
2350,Gm5771,F2rl2,omnipath,omnipath
2351,Gm5771,F2rl3,omnipath,omnipath
2352,Gm5849,Ager,omnipath,omnipath
2353,Gm5849,Alcam,omnipath,omnipath
2354,Gm5849,Cd36,omnipath,omnipath
2355,Gm5849,Cd68,omnipath,omnipath
2356,Gm5849,Itgb2,omnipath,omnipath
2357,Gm5849,Itgb2l,omnipath,omnipath
2358,Gm5849,Tlr4,omnipath,omnipath
2359,Gm7030,Cd8a,nichenet_verschueren,nichenet_verschueren
2360,Gm7030,Kir3dl2,omnipath,omnipath
2361,Gm7030,Kir3dl1,omnipath,omnipath
2362,Gm7030,Klrc1,omnipath,omnipath
2363,Gm7030,Klrc3,omnipath,omnipath
2364,Gm7030,Klrc2,omnipath,omnipath
2365,Gm7030,Klrh1,omnipath,omnipath
2366,Gm7030,Clec2m,omnipath,omnipath
2367,Gm7030,Klri2,omnipath,omnipath
2368,Gm7030,Klri1,omnipath,omnipath
2369,Gm7030,Klre1,omnipath,omnipath
2370,Gm7030,Klrd1,omnipath,omnipath
2371,Gm7030,Klrk1,omnipath,omnipath
2372,Gm7298,Mmp2,omnipath,omnipath
2373,Gm7298,Mmp9,omnipath,omnipath
2374,Gm7298,Sctr,omnipath,omnipath
2375,Gm8909,Aplp2,omnipath,omnipath
2376,Gm8909,Cd8a,omnipath,omnipath
2377,Gm8909,Cd8a,nichenet_verschueren,nichenet_verschueren
2378,Gm8909,Erbb2,omnipath,omnipath
2379,Gm8909,Kir3dl1,omnipath,omnipath
2380,Gm8909,Kir3dl2,omnipath,omnipath
2381,Gm8909,Klrc1,omnipath,omnipath
2382,Gm8909,Klrc3,omnipath,omnipath
2383,Gm8909,Klrc2,omnipath,omnipath
2384,Gm8909,Klrh1,omnipath,omnipath
2385,Gm8909,Clec2m,omnipath,omnipath
2386,Gm8909,Klri2,omnipath,omnipath
2387,Gm8909,Klri1,omnipath,omnipath
2388,Gm8909,Klre1,omnipath,omnipath
2389,Gm8909,Klrd1,omnipath,omnipath
2390,Gm8909,Klrk1,omnipath,omnipath
2391,Gm9733,Cd47,omnipath,omnipath
2392,Gm9733,Ptprd,nichenet_verschueren,nichenet_verschueren
2393,Gnas,Adcy1,omnipath,omnipath
2394,Gnas,Adcy2,omnipath,omnipath
2395,Gnas,Adcy5,omnipath,omnipath
2396,Gnas,Adcy6,omnipath,omnipath
2397,Gnas,Adcy8,omnipath,omnipath
2398,Gnas,Adcy9,omnipath,omnipath
2399,Gnas,Adora1,omnipath,omnipath
2400,Gnas,Adrb2,omnipath,omnipath
2401,Gnas,Adrb3,omnipath,omnipath
2402,Gnas,Avpr2,omnipath,omnipath
2403,Gnas,Crhr1,omnipath,omnipath
2404,Gnas,Gcgr,omnipath,omnipath
2405,Gnas,Htr6,omnipath,omnipath
2406,Gnas,Lhcgr,omnipath,omnipath
2407,Gnas,Ptgdr,omnipath,omnipath
2408,Gnas,Ptgir,omnipath,omnipath
2409,Gnas,Tshr,omnipath,omnipath
2410,Gnas,Vipr1,omnipath,omnipath
2411,Gnrh1,Camk2a,omnipath,omnipath
2412,Gnrh1,Gnrhr,omnipath,omnipath
2413,Gp1ba,Itgam,omnipath,omnipath
2414,Gp1ba,Gm49368,omnipath,omnipath
2415,Gp1ba,Itgb2,omnipath,omnipath
2416,Gp1ba,Itgb2l,omnipath,omnipath
2417,Gp1ba,Selp,omnipath,omnipath
2418,Gp5,Itgam,omnipath,omnipath
2419,Gp5,Gm49368,omnipath,omnipath
2420,Gp5,Itgb2,omnipath,omnipath
2421,Gp5,Itgb2l,omnipath,omnipath
2422,Gp5,Layn,omnipath,omnipath
2423,Gp5,Selp,omnipath,omnipath
2424,Gpc3,Cd81,omnipath,omnipath
2425,Gpc3,Dpp4,omnipath,omnipath
2426,Gpc3,Fgfr4,omnipath,omnipath
2427,Gpc3,Flt1,omnipath,omnipath
2428,Gpc3,Igf1r,omnipath,omnipath
2429,Gpc3,Lrp1,omnipath,omnipath
2430,Gpc3,Lrp2,omnipath,omnipath
2431,Gpc3,Tnfrsf11b,omnipath,omnipath
2432,Gpc3,Unc5c,omnipath,omnipath
2433,Gpc3,Unc5d,omnipath,omnipath
2434,Gpc3,Vsig10l,omnipath,omnipath
2435,Gpc6,Fgfr4,nichenet_verschueren,nichenet_verschueren
2436,Gpc6,Fgfrl1,omnipath,omnipath
2437,Gpc6,Lrp1,omnipath,omnipath
2438,Gpc6,Lrp2,omnipath,omnipath
2439,Gpc6,Ptch1,omnipath,omnipath
2440,Gpc6,Tnfrsf11b,nichenet_verschueren,nichenet_verschueren
2441,Gpha2,Epha6,omnipath,omnipath
2442,Gpha2,Tshr,omnipath,omnipath
2443,Gphb5,Tshr,omnipath,omnipath
2444,Gpi1,Amfr,omnipath,omnipath
2445,Grem1,Kdr,omnipath,omnipath
2446,Grn,Cd209a,omnipath,omnipath
2447,Grn,Cd209g,omnipath,omnipath
2448,Grn,Cd209f,omnipath,omnipath
2449,Grn,Egfr,omnipath,omnipath
2450,Grn,Sort1,omnipath,omnipath
2451,Grn,Tnfrsf1a,omnipath,omnipath
2452,Grn,Tnfrsf1b,omnipath,omnipath
2453,Grp,Brs3,omnipath,omnipath
2454,Grp,Fap,omnipath,omnipath
2455,Grp,Grpr,omnipath,omnipath
2456,Grp,Nmbr,omnipath,omnipath
2457,Gstp-ps,Traf2,nichenet_verschueren,nichenet_verschueren
2458,Gstp1,Traf2,nichenet_verschueren,nichenet_verschueren
2459,Gstp2,Traf2,nichenet_verschueren,nichenet_verschueren
2460,Guca2a,Gucy2c,omnipath,omnipath
2461,Guca2b,Gucy2c,omnipath,omnipath
2462,Guca2b,Gucy2e,omnipath,omnipath
